Query_label	Target_label	%identity	aligment_length	#mismatches	#gap_opens	start_Q	end_Q	start_T	end_T	E_value	Bit_score
sp|A8SEE0|RK14_CERDE	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	4e-14	65.5
sp|A6MMF9|RK14_CHLSC	sp|P62829|RL23_HUMAN	30.51	118	74	3	8	121	26	139	8e-14	64.7
sp|B5LMQ9|RK14_CICAR	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	5e-14	65.1
sp|Q09ME1|RK14_CITSI	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	4e-15	68.2
sp|A0A372|RK14_COFAR	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	4e-15	68.2
sp|A4QKW7|RK14_CRUWA	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	2e-13	63.5
sp|B1VKD2|RK14_CRYJA	sp|P62829|RL23_HUMAN	34.75	118	69	3	8	121	26	139	7e-15	67.4
sp|Q8WKP4|RK14_CUCSA	sp|P62829|RL23_HUMAN	33.33	120	72	3	6	121	24	139	2e-15	68.6
sp|A8W3F7|RK14_CUSEX	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	3e-15	68.2
sp|A7M932|RK14_CUSGR	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	8e-15	67.4
sp|A8W3L8|RK14_CUSOB	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	6e-15	67.4
sp|A7M999|RK14_CUSRE	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	2e-15	69.3
sp|A6H5L8|RK14_CYCTA	sp|P62829|RL23_HUMAN	33.33	117	70	3	9	121	27	139	1e-12	61.2
sp|Q0G9S5|RK14_DAUCA	sp|P62829|RL23_HUMAN	32.50	120	73	3	6	121	24	139	3e-15	68.6
sp|A6MMP4|RK14_DIOEL	sp|P62829|RL23_HUMAN	29.17	120	77	3	6	121	24	139	1e-12	61.2
sp|A4QL55|RK14_DRANE	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	3e-13	63.2
sp|Q06GW0|RK14_DRIGR	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	6e-15	67.4
sp|Q49KW2|RK14_EUCGG	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	1e-14	66.6
sp|B2XWR0|RK14_FAGEA	sp|P62829|RL23_HUMAN	34.75	118	69	3	8	121	26	139	3e-17	73.9
sp|A0ZZ71|RK14_GOSBA	sp|P62829|RL23_HUMAN	34.75	118	69	3	8	121	26	139	4e-16	70.9
sp|Q2L941|RK14_GOSHI	sp|P62829|RL23_HUMAN	34.75	118	69	3	8	121	26	139	4e-16	70.9
sp|B2LMN0|RK14_GUIAB	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	5e-14	65.1
sp|Q1KXS2|RK14_HELAN	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	4e-14	65.5
sp|Q5SD17|RK14_HUPLU	sp|P62829|RL23_HUMAN	35.59	118	68	4	8	121	26	139	4e-14	65.5
sp|A6MMY1|RK14_ILLOL	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	4e-14	65.5
sp|A7Y3I6|RK14_IPOPU	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	2e-14	66.2
sp|Q332U0|RK14_LACSA	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	4e-14	65.5
sp|A9L9D2|RK14_LEMMI	sp|P62829|RL23_HUMAN	32.50	120	73	3	6	121	24	139	9e-17	72.4
sp|A4QLE2|RK14_LEPVR	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	2e-13	63.5
sp|Q0G9I2|RK14_LIRTU	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	1e-14	67.0
sp|A4QLN0|RK14_LOBMA	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	2e-13	63.5
sp|Q9BBQ0|RK14_LOTJA	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	8e-14	64.3
sp|P08529|RK14_MAIZE	sp|P62829|RL23_HUMAN	37.04	108	62	2	6	110	24	128	2e-17	74.3
sp|B1NWI6|RK14_MANES	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	8e-15	67.4
sp|Q09WY1|RK14_MORIN	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	2e-13	63.5
sp|Q09FS4|RK14_NANDO	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	3e-16	71.2
sp|A4QLW9|RK14_NASOF	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	2e-13	63.5
sp|Q3C1L9|RK14_NICSY	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	2e-15	68.9
sp|Q33BZ6|RK14_NICTO	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	1e-15	69.7
sp|Q6EW15|RK14_NYMAL	sp|P62829|RL23_HUMAN	30.83	120	75	3	6	121	24	139	4e-14	65.1
sp|B0Z4R2|RK14_OENAR	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	1e-14	66.6
sp|B0Z4Z6|RK14_OENBI	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	1e-14	66.6
sp|Q9MTI9|RK14_OENEH	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	1e-14	66.6
sp|B0Z580|RK14_OENGL	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	1e-14	66.6
sp|B0Z5G4|RK14_OENPA	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	1e-14	66.6
sp|A4QJW7|RK14_OLIPU	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	2e-13	63.5
sp|Q68RX0|RK14_PANGI	sp|P62829|RL23_HUMAN	31.67	120	74	3	6	121	24	139	5e-15	67.8
sp|Q3BAK0|RK14_PHAAO	sp|P62829|RL23_HUMAN	31.67	120	74	3	6	121	24	139	4e-14	65.5
sp|A4GG86|RK14_PHAVU	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	3e-14	65.9
sp|Q7GUC7|RK14_PINKO	sp|P62829|RL23_HUMAN	34.75	118	69	3	8	121	26	139	8e-16	70.1
sp|P41633|RK14_PINTH	sp|P62829|RL23_HUMAN	34.75	118	69	3	8	121	26	139	8e-16	70.1
sp|Q06GM3|RK14_PIPCE	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	3e-15	68.6
sp|Q09G09|RK14_PLAOC	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	6e-15	67.4
sp|Q14FC1|RK14_POPAL	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	3e-15	68.2
sp|A4GYU7|RK14_POPTR	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	3e-15	68.6
sp|Q2MIF1|RK14_SOLBU	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	2e-15	68.9
sp|Q2MI64|RK14_SOLLC	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	2e-15	68.9
sp|Q2VEE4|RK14_SOLTU	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	2e-15	68.9
sp|Q2PMP9|RK14_SOYBN	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	2e-14	66.2
sp|Q32RV2|RK14_STAPU	sp|P62829|RL23_HUMAN	38.14	118	65	3	8	121	26	139	2e-18	77.4
sp|P06382|RK14_TOBAC	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	2e-15	68.9
sp|Q0ZIY2|RK14_VITVI	sp|P62829|RL23_HUMAN	33.05	118	71	3	8	121	26	139	1e-14	66.6
sp|Q32RN4|RK14_ZYGCR	sp|P62829|RL23_HUMAN	38.98	118	64	3	8	121	26	139	7e-20	80.9
sp|Q8W463|RK191_ARATH	sp|P49406|RM19_HUMAN	39.18	97	59	0	128	224	104	200	5e-15	71.6
sp|Q8RXX5|RK192_ARATH	sp|P49406|RM19_HUMAN	37.63	93	58	0	136	228	108	200	8e-14	68.6
sp|P82413|RK19_SPIOL	sp|P49406|RM19_HUMAN	39.78	93	56	0	140	232	108	200	6e-15	72.0
sp|Q70XY3|RK20_AMBTC	sp|Q9BYC9|RM20_HUMAN	42.68	82	47	0	21	102	28	109	7e-13	62.0
sp|A2T356|RK20_ANGEV	sp|Q9BYC9|RM20_HUMAN	32.61	92	62	0	15	106	22	113	6e-13	62.0
sp|Q8M9Y8|RK20_CHAGL	sp|Q9BYC9|RM20_HUMAN	37.11	97	61	0	13	109	20	116	5e-13	62.0
sp|Q19V76|RK20_CHLAT	sp|Q9BYC9|RM20_HUMAN	38.14	97	60	0	13	109	20	116	3e-15	68.2
sp|P26565|RK20_CHLRE	sp|Q9BYC9|RM20_HUMAN	31.96	97	66	0	13	109	20	116	9e-13	61.2
sp|P56352|RK20_CHLVU	sp|Q9BYC9|RM20_HUMAN	35.00	100	65	0	13	112	20	119	2e-13	63.2
sp|Q9TLS0|RK20_CYACA	sp|Q9BYC9|RM20_HUMAN	38.38	99	61	0	13	111	20	118	4e-15	68.2
sp|P14809|RK20_CYAPA	sp|Q9BYC9|RM20_HUMAN	39.36	94	57	0	13	106	20	113	5e-16	70.5
sp|A6H5K5|RK20_CYCTA	sp|Q9BYC9|RM20_HUMAN	35.05	97	63	0	13	109	20	116	2e-13	63.5
sp|Q4G3E9|RK20_EMIHU	sp|Q9BYC9|RM20_HUMAN	33.01	103	69	0	13	115	20	122	1e-13	63.9
sp|Q6B8T4|RK20_GRATL	sp|Q9BYC9|RM20_HUMAN	38.14	97	60	0	13	109	20	116	1e-13	63.9
sp|O78495|RK20_GUITH	sp|Q9BYC9|RM20_HUMAN	35.64	101	65	0	13	113	20	120	1e-14	66.6
sp|Q5SD32|RK20_HUPLU	sp|Q9BYC9|RM20_HUMAN	36.08	97	62	0	13	109	20	116	1e-15	70.1
sp|A6MMW7|RK20_ILLOL	sp|Q9BYC9|RM20_HUMAN	42.50	80	46	0	21	100	28	107	2e-12	60.5
sp|A6YGA1|RK20_LEPTE	sp|Q9BYC9|RM20_HUMAN	37.00	100	63	0	13	112	20	119	1e-16	72.4
sp|P06385|RK20_MARPO	sp|Q9BYC9|RM20_HUMAN	34.02	97	64	0	13	109	20	116	4e-13	62.4
sp|Q9MUP7|RK20_MESVI	sp|Q9BYC9|RM20_HUMAN	34.04	94	62	0	16	109	23	116	4e-13	62.4
sp|Q9TKX4|RK20_NEPOL	sp|Q9BYC9|RM20_HUMAN	35.05	97	63	0	13	109	20	116	1e-12	61.2
sp|Q6EW30|RK20_NYMAL	sp|Q9BYC9|RM20_HUMAN	45.00	80	44	0	21	100	28	107	4e-14	65.1
sp|P49556|RK20_ODOSI	sp|Q9BYC9|RM20_HUMAN	39.60	101	61	0	13	113	20	120	1e-17	75.1
sp|B2X1Y7|RK20_OEDCA	sp|Q9BYC9|RM20_HUMAN	34.02	97	64	0	13	109	20	116	5e-13	62.4
sp|Q20EV1|RK20_OLTVI	sp|Q9BYC9|RM20_HUMAN	34.02	97	64	0	13	109	20	116	5e-11	56.2
sp|Q0P3J7|RK20_OSTTA	sp|Q9BYC9|RM20_HUMAN	35.71	98	63	0	13	110	20	117	2e-13	63.5
sp|A0T0F6|RK20_PHATC	sp|Q9BYC9|RM20_HUMAN	35.05	97	63	0	13	109	20	116	7e-13	61.6
sp|Q6YXM5|RK20_PHYPA	sp|Q9BYC9|RM20_HUMAN	36.05	86	55	0	24	109	31	116	7e-14	64.7
sp|P51269|RK20_PORPU	sp|Q9BYC9|RM20_HUMAN	38.30	94	58	0	16	109	23	116	2e-14	65.9
sp|Q1XDL7|RK20_PORYE	sp|Q9BYC9|RM20_HUMAN	36.17	94	60	0	16	109	23	116	9e-13	61.6
sp|Q9TJR1|RK20_PROWI	sp|Q9BYC9|RM20_HUMAN	33.00	100	67	0	13	112	20	119	3e-12	60.1
sp|Q3ZJ37|RK20_PSEAK	sp|Q9BYC9|RM20_HUMAN	34.02	97	64	0	13	109	20	116	2e-11	57.4
sp|A6MVY4|RK20_RHDSA	sp|Q9BYC9|RM20_HUMAN	37.23	94	59	0	13	106	20	113	8e-17	72.8
sp|Q1KVU9|RK20_SCEOB	sp|Q9BYC9|RM20_HUMAN	37.23	94	59	0	13	106	20	113	2e-12	60.5
sp|Q32RT9|RK20_STAPU	sp|Q9BYC9|RM20_HUMAN	35.48	93	60	0	17	109	24	116	1e-14	66.6
sp|Q06SI6|RK20_STIHE	sp|Q9BYC9|RM20_HUMAN	35.05	97	63	0	13	109	20	116	3e-14	65.9
sp|A0T0Q2|RK20_THAPS	sp|Q9BYC9|RM20_HUMAN	38.14	97	60	0	13	109	20	116	1e-15	69.7
sp|Q4G3B1|RK27_EMIHU	sp|Q9P0M9|RM27_HUMAN	42.53	87	48	2	2	87	31	116	8e-13	60.5
sp|Q8M9U7|RK2_CHAGL	sp|Q5T653|RM02_HUMAN	37.78	225	112	6	39	249	81	291	1e-34	 129
sp|P49545|RK2_ODOSI	sp|Q5T653|RM02_HUMAN	39.11	225	115	5	36	249	78	291	1e-34	 128
sp|A0T0I1|RK2_PHATC	sp|Q5T653|RM02_HUMAN	40.00	225	113	6	36	249	78	291	3e-34	 127
sp|Q1KVT7|RK2_SCEOB	sp|Q5T653|RM02_HUMAN	37.84	222	116	6	39	249	81	291	8e-31	 118
sp|A0T0X5|RK2_THAPS	sp|Q5T653|RM02_HUMAN	37.33	225	119	5	36	249	78	291	2e-34	 128
sp|Q7XYP4|RK3_BIGNA	sp|P09001|RM03_HUMAN	30.74	231	156	4	69	297	76	304	1e-26	 107
sp|O46895|RK4_GUITH	sp|Q9BYD3|RM04_HUMAN	32.95	176	110	3	42	213	95	266	7e-21	89.0
sp|P93050|RKF3_ARATH	sp|Q9NWZ3|IRAK4_HUMAN	36.54	301	165	11	271	558	168	455	2e-42	 159
sp|Q93VT9|RL101_ARATH	sp|P27635|RL10_HUMAN	69.90	206	62	0	1	206	1	206	1e-102	 299
sp|A2ZCQ7|RL101_ORYSI	sp|P27635|RL10_HUMAN	69.71	208	63	0	1	208	1	208	9e-103	 300
sp|Q0ITS8|RL101_ORYSJ	sp|P27635|RL10_HUMAN	69.71	208	63	0	1	208	1	208	9e-103	 300
sp|Q08770|RL102_ARATH	sp|P27635|RL10_HUMAN	69.42	206	63	0	1	206	1	206	2e-102	 298
sp|A2Y0T4|RL102_ORYSI	sp|P27635|RL10_HUMAN	70.05	207	62	0	1	207	1	207	1e-101	 296
sp|Q0DKF0|RL102_ORYSJ	sp|P27635|RL10_HUMAN	70.05	207	62	0	1	207	1	207	1e-101	 296
sp|Q93W22|RL103_ARATH	sp|P27635|RL10_HUMAN	70.39	206	61	0	1	206	1	206	4e-104	 303
sp|Q39724|RL10_EUGGR	sp|P27635|RL10_HUMAN	62.02	208	79	0	1	208	1	208	2e-90	 268
sp|Q9M5M7|RL10_EUPES	sp|P27635|RL10_HUMAN	69.42	206	63	0	1	206	1	206	1e-100	 294
sp|P45633|RL10_MAIZE	sp|P27635|RL10_HUMAN	69.23	208	64	0	1	208	1	208	2e-101	 296
sp|O22431|RL10_PINTA	sp|P27635|RL10_HUMAN	68.60	207	65	0	1	207	1	207	2e-101	 296
sp|P93847|RL10_SOLME	sp|P27635|RL10_HUMAN	70.87	206	60	0	1	206	1	206	3e-105	 306
sp|Q40592|RL10_TOBAC	sp|P27635|RL10_HUMAN	65.62	128	44	0	8	135	79	206	4e-55	 175
sp|Q9SPB3|RL10_VITRI	sp|P27635|RL10_HUMAN	69.90	206	62	0	1	206	1	206	1e-102	 299
sp|P42795|RL111_ARATH	sp|P62913|RL11_HUMAN	72.29	166	46	0	9	174	10	175	2e-88	 260
sp|P42794|RL112_ARATH	sp|P62913|RL11_HUMAN	72.29	166	46	0	9	174	10	175	4e-88	 259
sp|P50881|RL11_CHLRE	sp|P62913|RL11_HUMAN	63.41	164	60	0	1	164	12	175	3e-78	 234
sp|P46287|RL11_MEDSA	sp|P62913|RL11_HUMAN	72.29	166	46	0	9	174	10	175	8e-88	 259
sp|P41127|RL131_ARATH	sp|P26373|RL13_HUMAN	53.73	201	93	0	4	204	6	206	3e-62	 196
sp|P41128|RL131_BRANA	sp|P26373|RL13_HUMAN	54.46	202	90	2	4	204	6	206	4e-62	 195
sp|Q9SMT4|RL132_ARATH	sp|P26373|RL13_HUMAN	49.75	201	101	0	4	204	6	206	2e-54	 176
sp|P41129|RL132_BRANA	sp|P26373|RL13_HUMAN	52.71	203	92	2	4	204	6	206	3e-61	 193
sp|Q9FF90|RL133_ARATH	sp|P26373|RL13_HUMAN	55.72	201	89	0	4	204	6	206	1e-65	 204
sp|O65055|RL13A_PICMA	sp|P40429|RL13A_HUMAN	59.38	192	78	0	12	203	7	198	2e-80	 242
sp|P49627|RL13_TOBAC	sp|P26373|RL13_HUMAN	51.01	198	89	2	7	200	13	206	8e-53	 171
sp|O23515|RL151_ARATH	sp|P61313|RL15_HUMAN	69.76	205	60	2	1	204	1	204	1e-101	 295
sp|Q8VYF1|RL152_ARATH	sp|P61313|RL15_HUMAN	69.27	205	61	2	1	204	1	204	3e-101	 295
sp|O65050|RL15A_PICMA	sp|P61313|RL15_HUMAN	69.76	205	60	2	1	204	1	204	2e-101	 295
sp|O65082|RL15B_PICMA	sp|P61313|RL15_HUMAN	69.76	205	60	2	1	204	1	204	3e-100	 292
sp|P46289|RL15_BRANA	sp|P61313|RL15_HUMAN	71.21	66	19	0	3	68	19	84	9e-27	99.4
sp|O82528|RL15_PETHY	sp|P61313|RL15_HUMAN	71.22	205	57	2	1	204	1	204	8e-102	 296
sp|O22254|RL181_ARATH	sp|Q07020|RL18_HUMAN	59.89	177	67	3	1	175	1	175	2e-68	 210
sp|Q08066|RL19_MAIZE	sp|P84098|RL19_HUMAN	70.97	62	18	0	1	62	4	65	5e-27	98.6
sp|Q07761|RL23A_TOBAC	sp|P62750|RL23A_HUMAN	78.51	121	26	0	34	154	36	156	4e-61	 189
sp|P49690|RL23_ARATH	sp|P62829|RL23_HUMAN	84.89	139	21	0	1	139	1	139	5e-83	 243
sp|Q07760|RL23_TOBAC	sp|P62829|RL23_HUMAN	86.33	139	19	0	1	139	1	139	1e-83	 245
sp|Q9M7X7|RL291_ARATH	sp|P47914|RL29_HUMAN	69.57	46	14	0	1	46	1	46	1e-16	70.1
sp|Q84WM0|RL292_ARATH	sp|P47914|RL29_HUMAN	69.57	46	14	0	1	46	1	46	2e-16	69.7
sp|Q9C8F7|RL301_ARATH	sp|P62888|RL30_HUMAN	72.48	109	30	0	1	109	1	109	6e-56	 172
sp|Q8VZ19|RL302_ARATH	sp|P62888|RL30_HUMAN	71.56	109	31	0	1	109	1	109	4e-55	 170
sp|Q9LSA3|RL303_ARATH	sp|P62888|RL30_HUMAN	69.72	109	33	0	1	109	1	109	8e-54	 167
sp|Q9M5M6|RL30_EUPES	sp|P62888|RL30_HUMAN	76.15	109	26	0	1	109	1	109	1e-58	 179
sp|O49884|RL30_LUPLU	sp|P62888|RL30_HUMAN	77.06	109	25	0	1	109	1	109	5e-60	 183
sp|O48558|RL30_MAIZE	sp|P62888|RL30_HUMAN	73.39	109	29	0	1	109	1	109	5e-58	 177
sp|Q9SDG6|RL30_ORYSJ	sp|P62888|RL30_HUMAN	73.87	111	29	0	1	111	1	111	9e-59	 179
sp|Q5I7K9|RL30_WHEAT	sp|P62888|RL30_HUMAN	71.03	107	31	0	1	107	1	107	2e-52	 163
sp|P45841|RL31_CHLRE	sp|P62899|RL31_HUMAN	54.95	111	50	0	5	115	14	124	3e-38	 127
sp|Q9XGL4|RL31_CYAPA	sp|P62899|RL31_HUMAN	75.45	110	27	0	8	117	14	123	6e-57	 176
sp|P49211|RL321_ARATH	sp|P62910|RL32_HUMAN	66.92	130	43	0	4	133	6	135	1e-62	 191
sp|Q9FHG2|RL322_ARATH	sp|P62910|RL32_HUMAN	64.62	130	46	0	4	133	6	135	2e-61	 188
sp|Q42351|RL341_ARATH	sp|P49207|RL34_HUMAN	50.43	117	54	2	1	115	1	115	9e-29	 103
sp|Q9FE65|RL342_ARATH	sp|P49207|RL34_HUMAN	49.57	117	55	2	1	115	1	115	5e-28	 101
sp|Q9LJW6|RL343_ARATH	sp|P49207|RL34_HUMAN	47.86	117	57	2	1	115	1	115	1e-26	97.8
sp|P40590|RL34_PEA	sp|P49207|RL34_HUMAN	52.14	117	52	2	1	115	1	115	5e-30	 106
sp|P41098|RL34_TOBAC	sp|P49207|RL34_HUMAN	50.43	117	54	2	1	115	1	115	1e-29	 105
sp|Q9SF53|RL351_ARATH	sp|P42766|RL35_HUMAN	63.93	122	44	0	1	122	1	122	9e-46	 147
sp|O80626|RL352_ARATH	sp|P42766|RL35_HUMAN	63.93	122	44	0	1	122	1	122	3e-46	 148
sp|Q9M3D2|RL353_ARATH	sp|P42766|RL35_HUMAN	63.11	122	45	0	1	122	1	122	5e-46	 148
sp|Q9LZ41|RL354_ARATH	sp|P42766|RL35_HUMAN	63.93	122	44	0	1	122	1	122	3e-46	 148
sp|Q9M5L0|RL35_EUPES	sp|P42766|RL35_HUMAN	65.85	123	42	0	1	123	1	123	6e-49	 155
sp|O80929|RL361_ARATH	sp|Q9Y3U8|RL36_HUMAN	59.14	93	38	0	5	97	2	94	6e-31	 108
sp|Q9M352|RL362_ARATH	sp|Q9Y3U8|RL36_HUMAN	61.63	86	33	0	12	97	9	94	2e-29	 104
sp|Q9LZ57|RL363_ARATH	sp|Q9Y3U8|RL36_HUMAN	62.79	86	32	0	8	93	9	94	8e-31	 107
sp|O23290|RL36A_ARATH	sp|P83881|RL36A_HUMAN	71.70	106	26	2	1	104	1	104	9e-45	 143
sp|Q9LRB8|RL36_ENTCP	sp|Q9Y3U8|RL36_HUMAN	63.64	88	32	0	4	91	7	94	3e-34	 116
sp|Q8LFH7|RL371_ARATH	sp|P61927|RL37_HUMAN	66.67	87	29	0	1	87	1	87	4e-35	 118
sp|Q43292|RL372_ARATH	sp|P61927|RL37_HUMAN	70.11	87	26	0	1	87	1	87	5e-38	 125
sp|Q8LEM8|RL373_ARATH	sp|P61927|RL37_HUMAN	68.97	87	27	0	1	87	1	87	4e-37	 123
sp|Q9XHE4|RL37A_GOSHI	sp|P61513|RL37A_HUMAN	71.59	88	25	0	1	88	1	88	2e-39	 129
sp|Q5QM99|RL37A_ORYSJ	sp|P61513|RL37A_HUMAN	71.59	88	25	0	1	88	1	88	2e-39	 129
sp|A4S6Z4|RL37A_OSTLU	sp|P61513|RL37A_HUMAN	69.57	92	28	0	1	92	1	92	6e-40	 130
sp|Q00VK4|RL37A_OSTTA	sp|P61513|RL37A_HUMAN	69.57	92	28	0	1	92	1	92	1e-39	 129
sp|Q9ZRS8|RL37A_PSEMZ	sp|P61513|RL37A_HUMAN	70.45	88	26	0	1	88	1	88	3e-39	 128
sp|P49212|RL37_SOLLC	sp|P61927|RL37_HUMAN	63.64	55	20	0	3	57	34	88	3e-18	73.6
sp|O22860|RL38_ARATH	sp|P63173|RL38_HUMAN	78.26	69	15	0	1	69	1	69	3e-34	 114
sp|P46291|RL38_SOLLC	sp|P63173|RL38_HUMAN	78.26	69	15	0	1	69	1	69	2e-34	 114
sp|P51424|RL391_ARATH	sp|P62891|RL39_HUMAN	70.59	51	15	0	1	51	1	51	3e-20	76.6
sp|Q6KAJ8|RL391_ORYSJ	sp|P62891|RL39_HUMAN	78.43	51	11	0	1	51	1	51	1e-22	82.8
sp|Q8L8W6|RL392_ARATH	sp|P62891|RL39_HUMAN	72.55	51	14	0	1	51	1	51	8e-21	78.6
sp|P51426|RL392_ORYSJ	sp|P62891|RL39_HUMAN	78.43	51	11	0	1	51	1	51	1e-22	82.8
sp|Q5SMI4|RL393_ORYSJ	sp|P62891|RL39_HUMAN	76.47	51	12	0	1	51	1	51	5e-22	81.3
sp|P51425|RL39_MAIZE	sp|P62891|RL39_HUMAN	78.43	51	11	0	1	51	1	51	1e-22	82.8
sp|P0CH11|RL401_CHLRE	sp|P62987|RL40_HUMAN	91.41	128	11	0	1	128	1	128	2e-82	 241
sp|P0CH10|RL403_CHLRE	sp|P62987|RL40_HUMAN	91.41	128	11	0	1	128	1	128	2e-82	 241
sp|B9DHA6|RL40A_ARATH	sp|P62987|RL40_HUMAN	92.19	128	10	0	1	128	1	128	1e-83	 244
sp|P0CH34|RL40A_ORYSJ	sp|P62987|RL40_HUMAN	92.19	128	10	0	1	128	1	128	7e-84	 244
sp|Q42202|RL40B_ARATH	sp|P62987|RL40_HUMAN	92.19	128	10	0	1	128	1	128	1e-83	 244
sp|P0CH35|RL40B_ORYSJ	sp|P62987|RL40_HUMAN	92.19	128	10	0	1	128	1	128	7e-84	 244
sp|P51423|RL40_BRARA	sp|P62987|RL40_HUMAN	91.41	128	11	0	1	128	1	128	1e-82	 241
sp|P49636|RL40_NICSY	sp|P62987|RL40_HUMAN	91.41	128	11	0	1	128	1	128	3e-83	 243
sp|Q96499|RL44_GOSHI	sp|P83881|RL36A_HUMAN	72.64	106	25	2	1	104	1	104	5e-45	 144
sp|Q8LBI1|RL51_ARATH	sp|P46777|RL5_HUMAN	55.99	284	123	2	1	283	1	283	3e-103	 307
sp|A2WXX3|RL51_ORYSI	sp|P46777|RL5_HUMAN	57.24	283	119	2	3	284	2	283	5e-105	 312
sp|Q0JGY1|RL51_ORYSJ	sp|P46777|RL5_HUMAN	57.24	283	119	2	3	284	2	283	1e-104	 311
sp|P49227|RL52_ARATH	sp|P46777|RL5_HUMAN	57.04	284	120	2	1	283	1	283	4e-104	 310
sp|Q6UNT2|RL5_CUCSA	sp|P46777|RL5_HUMAN	58.10	284	117	2	1	283	1	283	4e-107	 317
sp|O65353|RL5_HELAN	sp|P46777|RL5_HUMAN	69.52	292	89	0	1	292	1	292	6e-145	 413
sp|P60040|RL72_ARATH	sp|P18124|RL7_HUMAN	60.59	236	93	0	7	242	13	248	8e-101	 297
sp|P60039|RL73_ARATH	sp|P18124|RL7_HUMAN	60.59	236	93	0	7	242	13	248	1e-100	 296
sp|Q9LHP1|RL74_ARATH	sp|P18124|RL7_HUMAN	61.44	236	91	0	9	244	13	248	1e-102	 301
sp|P46286|RL81_ARATH	sp|P62917|RL8_HUMAN	71.37	248	71	0	1	248	1	248	9e-126	 361
sp|Q42064|RL83_ARATH	sp|P62917|RL8_HUMAN	70.56	248	73	0	1	248	1	248	2e-125	 360
sp|P29766|RL8_SOLLC	sp|P62917|RL8_HUMAN	70.97	248	72	0	1	248	1	248	3e-125	 360
sp|P25998|RL8_TOBAC	sp|P62917|RL8_HUMAN	68.95	248	77	0	1	248	1	248	2e-122	 353
sp|O24573|RLA0_MAIZE	sp|P05388|RLA0_HUMAN	53.00	317	145	2	4	318	3	317	1e-92	 281
sp|P29763|RLA1_CHLRE	sp|P05386|RLA1_HUMAN	59.02	61	25	0	2	62	3	63	5e-18	74.7
sp|P51407|RLA21_ARATH	sp|P05387|RLA2_HUMAN	50.43	115	57	0	1	115	1	115	2e-12	60.5
sp|Q9SLF7|RLA22_ARATH	sp|P05387|RLA2_HUMAN	51.30	115	56	0	1	115	1	115	1e-13	63.5
sp|Q9LH85|RLA23_ARATH	sp|P05387|RLA2_HUMAN	38.46	65	40	0	1	65	1	65	6e-11	55.8
sp|Q9LXM8|RLA24_ARATH	sp|P05387|RLA2_HUMAN	46.97	66	35	0	1	66	1	66	2e-13	62.8
